-13.146680055393036,-0.0072282026124774745,1915,-56418,-27,94.87179487179488,CORRECT
-12.661923771420078,0.14007981000435166,5578,-57054,6,90.96774193548387,CORRECT
-12.32791733923094,0.43598856246176787,2799,-50545,13,94.9367088607595,CORRECT
-14.4387785833372,11.834395786387134,7927,-56292,38,0,INCORRECT
-13.022337598526496,0.0011870023439115585,5031,-50788,-40,97.51381215469613,CORRECT
-12.833289482830342,1.2435001634193128,6714,-59939,15,47.59615384615385,CORRECT
-13.08906996405044,-0.0011963211420429332,3160,-54644,-49,107.66871165644172,CORRECT
-12.600643396975634,0.002261361543119733,8932,-52075,-15,97.89875835721108,CORRECT
-14.098971743863762,0.2633693100321306,3826,-58637,5,91.53713298791018,CORRECT
-12.284192657728175,0.0010903018451617896,3863,-54171,-31,79.80456026058631,CORRECT
-13.563544649148351,0.0792318600748132,1839,-57856,3,126.48648648648648,CORRECT
-14.46116490922928,9.412571872115842,4025,-54193,31,2.028397565922921,CORRECT
-12.867039213709823,7.227100955329865,9350,-55585,29,10.666666666666666,CORRECT
-12.727081109192904,10.792723547464469,8822,-58161,45,0,INCORRECT
-13.998771951939073,0.10430850922140067,2328,-53782,3,71.51898734177215,CORRECT
-13.660097875712138,0.5422706290388497,2060,-57138,12,74.76635514018692,CORRECT
-13.675441715365025,0.008953866850852421,4389,-59739,-10,113.40033500837521,CORRECT
-12.635769996122006,0.0,9301,-53239,-34,97.99498746867168,CORRECT
-11.947343006350613,0.47155387492410306,6432,-52529,11,79.95169082125604,CORRECT
-12.00628056675412,0.008444175790172537,1651,-56599,-56,97.97297297297297,CORRECT
-12.795043459590199,10.475365580482729,2235,-55626,41,0,INCORRECT
-12.53081351392373,0.003364667730652471,9328,-55286,-18,96.99749791492911,CORRECT
-13.882659287372409,0.3127953293690595,1201,-54158,9,92.10526315789474,CORRECT
-15.401256272794182,4.18964499492939,2148,-57118,20,27.027027027027028,CORRECT
-12.956114021132388,0.10771156315891695,1869,-52551,7,170.51282051282053,CORRECT
-11.818244343684562,-0.0020670846451817937,8156,-52518,-46,89.06976744186046,CORRECT
-12.208200137670126,9.239234055244589,5790,-54703,35,0,INCORRECT
-13.015218016457338,10.495920131425907,8881,-52960,39,0,INCORRECT
-13.068757674190026,-0.0035810718454332147,2824,-58416,-48,105.08474576271186,CORRECT
-11.911753628083597,-0.0010446677068411958,9379,-57051,-51,102.0442930153322,CORRECT
